,tweets,labels
52,Great to see my mentor @user at #DCinSD. And she's right we have the most qualified candidate ever running for POTUS. #SemST ,2
53,RT @user 1 of select few people fired 4 being 2 unethical 2 investigate Watergate #SemST ,1
54,How much was Monica getting paid when Bill's burrito squirted sauce all over her pretty blue dress? @user @user #SemST ,1
55,Hillary Clinton might end up having my vote. She's been tackling so many issues that America needs to face. #SemST ,2
56,"of lear jets and fax machines...LOL @user ""woman of the people"" HA! #BestTheyveGot #SlushFund #UraniumDeal #SniperFire #SemST ",1
57,Hillary is on her way to #Baltimore to be their champion. #BaltimoreRiots #SemST ,2
58,@user That should have been done BEFORE she got rid of it!!! #NoHillary2016 #SemST ,1
59,"Yes, do tell US, name one of her accomplishments #SemST ",1
60,@user @user now i can live in peace ,0
61,@user #freedom_justice_equality_education for innovation and development to make #happy_life i Utopia #SemST ,2
62,.@HillaryClinton is a droid & someone's programmed her to say things - thinks she doesn't have to WORK to win so she ISN'T! ,1
63,@user #MamaHillary is making the case here & just exclusively how to deal with complex social issues. #cnn #bbc #Mamaclinton #SemST ,2
64,"Let's make Secretary Clinton, President Clinton - @user @user #SemST ",2
65,Today's number is 8! That's how many years old Jesus was when he learned to ride a bike!  Pretty cool dude! #USWNT #proudmom #SemST ,1
66,Leader of free world. Global navigating. Interacting with the international community. Beyond big crowds. Learned lesson. #SemST ,1
67,"Moving forward, our next focus should be making higher education more attainable and eliminating the gender pay gap #SemST ",0
68,@user @user Then you know how slippery snakes slither over shards of glass! #SemST ,0
69,@user @user #Stephens begged for his life & @user @user is begging for ur vote #NotAChanceInHell #SemST ,1
70,"@user @user @user @user @user @user @user @user @user He cool, but NO #SemST ",0
71,"Respect FOR the law and respect BY the law Yes, needed desperately.  #BaltimoreRiots ",0
72,Exciting to hear more about our Fellows all across the country on tonight's call. Special shout-out to the #FellowsIA. #SemST ,0
73,"@user @user #HillaryClinton, the US presidency is a testament to the success of #women their role in the world ",2
74,"Hilary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal. #SemST ",1
75,"@user @user > With continued #Obama's & @user Admin policymaking, #USA will become #Greece! #WakeUpAmerica #NJ #SemST ",1
76,"The Dukes of Hazzard has been on tv for 36 years, yet you weren't offended until the #liberals told you to be.  #unitedblue #SemST ",1
77,RT @user One-percenter lied about being #DeadBroke No more lies. NO to #SemST ,0
78,"@user bad wife, bad role model for women, bad lawyer, bad First Lady, bad Senator, horrible Secretary of State. ",1
79,CEO pay the target for 2016 election. From someone who makes more than most CEO's but you drank the Kool-Aid. ,0
80,@user @user Thank you so much for RTs!!! #WakeUpAmerica  #SemST ,1
81,"#CarlyFiorina on #hannity, very impressive. A serious presidential candidate vs. A bad actress. #SemST ",1
82,"The owner of Univisin, donated as much as $25 million to the Clinton Foundation, his wife sits on its board #Univision #Trump #SemST ",1
83,@user Who gives a rate ass what a Old Queen has to say about Clarence Thomas? #SemST ,0
84,"It's a miracle, suddenly #Democrats don't mind having someone who voted for war. ",1
85,"Although I certainly have disagreements, after reading about @user I much rather have him than @user #SemST ",1
86,@user Hillary pandering with her logo. #ClintonFoundationscandal #ClintonCash ,1
87,"@user Thanks for the follow David, may God bless you and your family.  #freeallfour #SemST ",0
88,The biggest dumps of bad info is b4 a holiday weekend. What comes out of WH and state dept today? #HillaryEmails  #LiarLiar #SemST ,1
89,Great comments by @user about pathological liar #HillaryClinton . #SemST ,1
90,@user @user I'm for CHANGE and EQUALITY #SemST ,0
91,Sending u gay bear love from Chicago @user #HillaryMyPresident #SemST ,2
92,"Do America a favor, If you feel you must vote for a woman candidate, Vote for #Carly2016 who at least has integrity unlike #SemST ",1
93,@user cuz you know I'm such a feminist  ,0
94,"Hillary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal. #SemST ",1
95,"Just met an awesome supporter on the CX bus! He said ""Hillary is one strong woman and we need that for our country."" #FellowsNV #SemST ",2
96,@user  A Rainbow logo? Did u know only 4% of the US is gay? (2010 Census). #WhyImNotVotingForHillary #SemST ,1
97,@user @user Do you stand for #BillClinton assaulting teen girls too? #ReadyForHillary #HillaryClinton #Clinton2016 #SemST ,1
98,"Denial. It works for Hillary, why not the Mayor of #Baltimore. #DemocratLiesMatter #SemST ",1
99,@user she ain't no ways tired of being a dumbass #SemST ,0
100,I'm really excited for 2016 after finding out the amount @user raised. We got this. #SemST ,1
101,@user The deceit hand? Thats a hand you know well. Right? #SemST ,1
102,We can't expect change if we continue to vote for the same people. You have to take a chance 4yrs is not that long #Bernie2016 #SemST ,1
103,"@user Right. Words no longer have meaning. Like Clintons,""It depends on what the meaning of 'is' is."" More if we don't #SemST ",1
104,Didn't think about that. Don't think I'd ever vote for someone with dual citizenship. Can't believe it's legal. #Bernie #SemST ,0
105,"Wow RT ""@greta Baltimore Orioles to play tomorrow but no public allowed"" #BaltimoreRiots #FreddieGray #ThanksObama #WakeUpAmerica #SemST ",0
106,"SCOTUS dealt a blow to Hillary Clintons last campaign 'promise'... What is she running on now? Corruption, lies, and deceit. #SemST ",1
107,Will the media ever get real with Hillary? #2016 #Benghazi #Clinton #SemST ,1
108,@user took me a minute to realize where this came from #SemST ,0
109,"It's good that after 30 years in public service (with zero accomplishments), Hillary is finally ready 2 serve the public! Lolol #SemST ",1
110,"@user  ""@HillaryClinton can't even manage @user and she wants to be @user #lol #WakeUpAmerica #StopHillary2016 #SemST ",1
111,RT @user Hillary for the win #SemST ,2
112,I just want my dog to stop eating the trash #SemST ,0
113,"She's NOT a WOMAN, she's a POLITICIAN. #WhyImNotVotingForHillary #StopHillaryClinton2016 #Benghazi #savetheUSA #SemST ",1
114,"#Putin, the last thing the US needs right now is another #Clinton or #Bush in the White house. We're a dynasty now? #Jeb2016 #SemST ",1
115,At least the few mistakes made by @user candidates on the campaign aren't felonies like the ones@HillaryClinton makes.#OhHillNo #SemST ,1
116,"@user @user There is no enthusiasm gap, Mr. Lawrence!    -@TheHRCSuperVols   @user @user #Hillarymen #SemST ",1
117,@user @user @user This is why I'm not voting for Hillary #SemST ,1
118,I'm a woman. Can I be President? @user #SemST ,1
119,"Also, I finally moved to @user today! Will be much easier to get around going forward! #moving #SemST ",0
120,I just gave an unhealthy amount of my hard-earned money away to the big gov't & untrustworthy IRS. #WhyImNotVotingForHillary ,1
121,@user @user She's the animal!! She's also a sellout!!! Ppl that vote for her are sellouts!! #NoHillary2016 #SemST ,1
122,"The Democrats are not creating Al QAEDA, they are creating A NUCLEAR ISIS.  THINK ABOUT THAT.  #SemST ",1
123,"Why does the "" shit barometer "" always rise when Republicans speak? #USA #July4 #SemST ",1
124,I got it! I got it!   A Hillary accomplishment!   She's managed to stay out of prison despite a 30-year crime spree. #tcot #ocra #SemST ,1
125,"#SOCIALMEDIA is NOT for #sociopaths & #psychopaths. If you insult people u don't know, you are the above. Resign. #feelthebern #SemST ",0
126,Today LOVE won and Hate was defeated. #MorningJoe #UnitedBlue #SemST ,0
127,@user @user Hey Hillary is on her to way to buy votes too! #HillarySoOld #SemST ,1
128,"@user come on, Iowa! For better USA and the ROW #SemST ",2
129,Obama:  climate change or bush?  Who to blame...?  Hillary:  right wing conspiracy in Baltimore. #BalitmoreRiots #SemST ,1
130,@user  I love how you pay more attention to the democratic candidate than you own republican candidates #KnowTheEnemy #SemST ,0
131,@user How could we support it if it was secret??? #NoHillary2016 #SemST ,1
132,@user is quite obsessed with emails and transparency. Why did Hillary Clinton destroy her emails? #clintonemail #SemST ,1
133,"@user @user  That God for global warming melting icebergs, never gets prosecuted for her crimes #Liberals #SemST ",1
134,Too many women in too many countries speak the same language  of silence. HILLARY CLINTON #HillaryCliton #Hillary4Women #SemST ,2
135,"#Obama is riding high!! #ObamaCare #LoveWins #Republicans tearing out their hair, whatever is left of it ..Next is #SCOTUS #SemST ",0
136,Fashion News: Hillary has a new clothing line coming out called Flip Flops R US   #tcot #Benghazi #SemST ,1
137,"RT @user If Hillary IS elected, I have my transition team together to smoothly move me from a racist to a sexist. ",1
138,"Because I'm against common core, common crooks and common lies! #NoHillary2016 #StopHillaryClinton2016 #WhyImNotVotingForHillary #SemST ",1
139,@user @user She will be a  #CenterHitler. #SemST ,1
140,Hillary Clinton for Ambassador to ISIS. #SemST ,1
141,@user  #freedom_justice_equality_education for innovation and development to make #happy_life i Utopia #SemST ,0
142,"@user I wish u were in Benghazi instead of those great people, chronic liar and power hungry animal #SemST ",1
143,"@user gee,  what a busy schedule she had. #SemST ",1
144,Can @user help Cuckold Conservatives win in 2016!  More cuckoldry please!  #Christie2016 #DonaldTrump #UniteBlue #p2 #SemST ,1
145,A proper introduction of Hillary Clinton should begin with five words: Will the defendant please rise #WhyImNotVotingForHillary #SemST ,1
146,Forgive #CherylRios of her stupid comments about women being president. She will blame it on that time of the month anyways. #SemST ,0
147,#ThingsYouDontSayAsAPolitician  I don't feel no ways tired. Go to the back of the line. What difference does it make?  #SemST ,0
148,"Do we breathe & live or ignore & collectively succumb to toxins of political, ecological, unwanton oligards? #p2 #bernie2016 #SemST ",1
149,@user Bernie Sanders had record crowds in Madison wis why no mention from you guys you talked about trump #Trump #SemST ,0
150,@user @user Maybe a woman should be President.  #SemST ,2
151,@user can't even run NJ and wants to be president? I'd vote for him before @user #SemST ,1
152,#KCA #VoteJKT48ID RfWheels3015: davidjones720 rratkinson Right I mean what the heck is an #ArabDonorGroup ?? #HillaryEmails #D... #SemST ,1
153,Spoke to @user today in NYC. Wow! So smart and impressive!!! #SemST ,2
154,#Obama administration lies again.. Knew of #HillaryEmails being private.. transparency???? #SemST ,1
155,"@user ""@HillaryClinton can't even manage @user and she wants to be @user #lol #WakeUpAmerica #StopHillary2016 #SemST ",1
156,I want America to great again #WhyImNotVotingForHillary ,1
157,Cruz-- Perry 2016 @user @user It's the only win-win choice #SemST ,1
158,"@user WOW, she's one to talk #SemST ",1
159,@user The guy w/ the #Benghazi sign has guts Loveit #NoHillary2016 #SemST ,1
160,If you support @user you are supporting another term of the policies of George W Bush. #democrats #mepolitics #SemST ,1
161,#HillaryClinton We've all been waiting for your rainbow-striped pantsuit  #fashionista #LoveWins #SemST ,2
162,RT @user Because I want young American women to be able to be proud of the 1st woman president #SemST ,2
163,"In 2013 Clinton Foundation collected $140M and spent $9M on direct aid, in 2014 they raised $500M and spent $100M on direct aid!  #SemST ",1
164,"Overheard at the Davenport open house: ""Oh, I know you from Facebook!"" #DigitalOrganizing #SemST ",1
165,@user Thank you for adding me to your list ,0
166,@user @user It should be illegal for an employer to discriminate against their workers. #EqualityForAll #SemST ,2
167,@user She would have to have a conscious to be haunted. @user #killary #Marxism  #SemST ,1
168,You don't have to be a lawyer to know the Clintons violated ethics rules. #SemST ,1
169,Too far @user That's just too fucking far. #BaltimoreUprising #Obama #SemST ,0
170,@user @user she also voted for the Iraq war and was responsible for gathering @user votes to support it. #SemST ,1
171,"Night, sleep tight, don't let Hillary bite. says @user   ""Nightmares"" is all I say.  #SemST ",1
172,Why is Hillary lying AGAIN about something news worthy? What's news worthy is if she doesn't lie about something #SemST ,1
173,Great that @user attended #ClementaPinckney 's funeral today!! #SemST ,2
174,"Problem with #libertarian is it's not even a decreed party. A house devided against itself, will not stand. think this news to #SemST ",0
175,Hillary is killing it so far on the trail. She's finally showing her personal side and I think it will benefit her profoundly. #SemST ,2
176,@user @user I'm glad that you will now slice all round.  #SemST ,1
177,"Use your brain, keep Hillary out of the White House.Clinton2016 ",1
178,@user @user They know they're going to lose to HRC so they keep trying! #SemST ,2
179,"A body-cam on every cop, private servers for Cabinet Secretaries. #SemST ",0
180,Do you know what would REALLY PISS .@HillaryClinton OFF?  .@VP .@JoeBiden runs against her. LMAO!   #WakeUpAmerica No longer is #SemST ,1
181,I really need my new @user shirt to come in. Meeting some people at the brewery same night as a Bernie meetup there. #SemST ,2
182,@user @user Here ya go teddy boy..the world is getting HOTTER!! It's called GLOBAL WARMING!!  You're such a PUTZ!! #SemST ,0
183,RT @user Are y'all #TexasTech #RedRaiders ready for #MarcoRubio in #2016 #TTU #TexasTechUniversity #Rubio #Texas #N... #SemST ,1
184,"@user @user And Abedin's penumbra, the Muslim Brotherhood. Her connection is incontrovertible #HumaAbedin #SemST ",1
185,"Folks, this is what happens when Liberals are in control! All hell breaks loose! Had enough yet? #SemST ",1
186,U Missouri at KC got Chelsea caus Hils cost too much. Chels could arrive w/ mom - no xtra charge. @user #SemST ,1
187,@user #Love_peace and peaceful coexistence of all no to violence and #terrorism #SemST ,0
188,I'm thinking #Hillary throws #Chelsea under the bus to end #Foundation firestorm.  #ClintonCash #TheGreaterGood #election2016 #SemST ,1
189,"@user like I tweeted you way back when, #ACA software can be fixed , but GOP strategic mistake of 'repeal' can't be fixed #SemST ",1
190,@user Shocked she didn't burst into flames! #WakeUpAmerica #makeAmericaGreatAgain #SemST ,1
191,It's official. Every single #GOP member is now a candidate for #POTUS. Who needs #leadership when you have a #soapbox? #SemST ,1
192,"Technically, a president with raging hormones could refer to estrogen, testosterone or anabolic steroids #IBlamePublicSchools #SemST ",1
193,@user @user 2 years ago #Hillary never answered whether she used private email #Liberal media passed on reporting #SemST ,1
194,#AmericaDeadBrokeSLOWLY SLOWLY China wants the yuan to replace the U.S. dollar as the world's new global currency. #SemST ,0
195,I dreamt about Hilary Clinton last night. Does this mean her plans to control us and take over the world are coming true? #SemST ,1
196,@user R U desperate or what? 3rd Hillary tweet on my timeline 2day. NOT gonna vote 4 U! #SemST ,1
197,"It's time that we move from good words 2 good works, from sound bites 2 sound solutions HILLARY CLINTON #HillaryClinton #SemST ",2
198,@user SO? THt will NEVER erase their support of DOMA & silence on #LGBT #LGBTQ rights until it is politically aventageous. #SemST ,1
199,".@davelevinthal Operating a shredder, now @user is WAY more adept at using THAT! #WakeUpAmerica #TCOT #OhHillNO! #SemST ",1
200,@user @user I'm not a Genitalian #SemST ,0
201,".@NewtGingrich on @user ""She's very formidable... she's a very competent person. #SemST ",1
202,Remember back when #CrackerBarrel gave in 2 #PoliticalCorrectness over #DuckDynasty ? #Wakeup #NASCAR  b4 it's to late  #tcot #SemST ,0
203,@user thank you sir. It's an honor to hear it. USA for life. Spread this for me. #RememberBenghazi2016 #SemST ,0
204,Hillary's campaign raised $45 million  91% of all donations were $100 or less  This is a record. Beating Obama's record in '11 #SemST ,1
205,@user @user Why is there no outrage about all the smoke & mirrors w/ this candidate? Are you hiding Hill! #SpillHill #SemST ,1
206,EVERYDAY AMERICANS AND THEIR FAMILIES NEED A CHAMPION AND HILLARY WILL BE THAT CHAMPION.   #SemST ,2
207,My vote is definitely for Hillary. I don't want Bush's dumb ass. Don't want Trump either.  #HillaryClinton #SemST ,2
208,@user @user @user And why are major media outlets not exposing Hillary's blatant flip flopping on this issue. #SemST ,1
209,@user literally the greatest video I have ever seen. #SemST ,2
210,"@user @user Yes. You make me proud. Socialism is the answer, which leads to communism. We will succeed. #SemST ",0
211,"@user I love Bern, but it's not his time! #SemST ",1
212,".@HillaryClinton The spatula seems appropriate, given that it can be used to easily flip positions if the heat gets to high. #SemST ",1
213,"I support Bernie on account USA needs a new direction but, if he loses in primary ,I'll support Hillary Clinton. #Sanders2016 #SemST ",1
214,RT @user Huge cheer for universal child care and early childhood education. #SemST ,0
215,".@GoldenTalon @user @user  On the contrary, I am happy she will win. I enjoy seeing Liberal cities burn GO #SemST ",2
216,@user Stop promoting @user She is a liar. Just like her impeached husband. #WakeUpAmerica  ,1
217,@user @user is that why she and @user take that #Saudi money? #SaudiCables #SaudiCables #clinton2016 #SemST ,1
218,@user @user WTF? This just keeps getting crazier! #SemST ,0
219,"White, middle-aged men did a pretty good job leading this Country for 230 yrs. Racist? Sexist? No, I'm a realist. #SemST ",1
220,@user I love a good sale. Money well spent. 2 birds with 1stone. #LoveWins #SemST ,0
221,YES! Community policing is answer to rebuilding trust in our communities between law enforcement and the people they serve. #SemST ,0
222,"@user  ""@HillaryClinton can't even manage @user and she wants to be @user #lol #WakeUpAmerica #StopHillary2016 #SemST ",1
223,"@user Did your rich Saudi donors, who execute gays, join the team? #Hypocrite #WakeUpAmerica  #SemST ",1
224,@user I do a stump speech. It on the stump in the park. attendance mandatory. #SemST ,0
225,@user Says the millionaire politician who accepts $$$ from countries that execute gays. #Hypocrite #WakeUpAmerica #SemST ,1
226,@user Yes I can and will. #SemST ,2
227,Low key it would be interesting to have a female president. #SemST ,2
228,@user Emails missing and incomplete? Who'd of thunk it?  I'M ABOVE THE LAW and the rest of you peons! JUST TRUST ME! #SemST ,1
229,@user @user @user @user  we love Joe and Bernie--but they ARE too OLD--they would end up a #OneTerm President #SemST ,1
230,Hillary is our best choice if we truly want to continue being a progressive nation. #Ohio ,2
231,"3. Fixing America's political system by getting rid of ""unaccountable"" money, and 4. Protecting the country. #SemST ",0
232,Before leaving my dad's I took the liberty in framing and put up the pictures he has meeting Hillary and Bill Clinton in '92 #SemST ,2
233,My how times have changed: @user has focused his attacks on @user not @user #SemST ,0
234,It is offensive when the mexican flag flies on US soil. California state capital. #Lovewins #univision #foxnews #DonaldTrump #SemST ,1
235,@user i think the main problem is having your foot in your mouth in the first place. #SemST ,0
236,My liberty depends on you being free too. President Obama #SemST ,0
237,"@user Haha, I LOVE your header! #SemST ",0
238,If I run for office this will be my original logo:          M   #libertynothillary  #HillNo #tcot #UniteBlue #SemST ,1
239,"I guarantee Hillary could care less about black rights.  If Obama did, blacks wouldn't be in the same predicament still.  #SemST ",1
240,"Is a Eric Holder making 7 figures in the financial industry he protected from prosecution, yet?  Why do Libs love 1%ers?  #SemST ",1
241,"All Americans have value to our society, it's called a vote. #LiberalLogic    #InternationalJokeDay #SemST ",1
242,How many poor kids could $2.5 billion feed? #SemST ,0
243,"Why is HRC so popular?  This deceptive socialist accomplished nothing. Is only wife of an impeached President, who enabled UBL.   #SemST ",1
244,RT .@ChuckNellis  .@HillaryClinton name change; it's no longer HRC it's now Hillary Uranium #Benghazi Clinton. Take note. #SemST ,1
245,@user @user we need to re-establish a #global system dominated by love and affection have #moral_humane RT ,2
246,I always joke about anything political bc if I were serious I'd end up offending people and not realize it. #SemST ,0
247,Hillary flew on private jet to speak to speak about Income & Equality. Dinner plates were $2700.00 ! #EqualityForAll #PJNET #CCOT #SemST ,1
248,@user won't be there. I'm supporting @user for President. #lgbtrights #ACAWorks #SemST ,2
249,@user those of us that also have a brain will be voting against Hillary... #SemST ,1
250,Fantastic Emmet County Dem meeting tonight in Estherville. Glad to meet some @user supporters! #SemST ,2
251,@user @user you could never dream to be as intelligent as she is #SemST ,2
252,"My birthday is on July 24th, if anyone needs a gift idea #ChillaryClinton #SemST ",1
253,"@user @user Thank you so much for RTs and FAVs, Eloisa and Thomas!!! #WakeUpAmerica #SemST ",0
254,"@user @user ""@HillaryClinton can't even manage @user and she wants to be @user #lol #SemST ",1
255,Let's shatter the glass ceiling! - @user #VAdems #SemST ,0
256,"@user I agree, these are better than what you had before, like a severe cold is better than pneumonia. Good luck. ",0
257,Hillary needs to go to a Sheetz gas station after 10 pm to see the real America. #SemST ,1
258,Hilliary: I provided all work related emails  State Dept: There are work related emails you didn't provide  #Hillaredacted #SemST ,1
259,@user @user I want the first female to be competent. #SemST ,1
260,I want to go back in time to when men and women couldn't appear in the same yearbook as each other #old school #SemST ,0
261,"Sorry, Hillary's new normal folk image doesn't take away from Behgnazi & her 0 foreign policy successes as Secretary of State. ",1
262,The only Intelligent Choice for USA is Hillary Clinton....You can not afford to stay HOME ...you must VOTE and VOTE #UniteBlue #SemST ,2
263,"@user Facts confirm what we knew. Used server to prevent e-mails from becoming public records. Like Obama, no transparency. #SemST ",1
264,@user   YAWNzzzzzzzzzzzzzz could keep the z's going for the full amt of Tweet characters but you get the point. #SemST ,1
265,RT @user 2nd tweet-#POTUS2016 candidates #guncontrol Read article-esp #JebBush (make #GunViolence worse) & #GunSen... #SemST ,1
266,@user You have proven your dishonesty once again in flip flopping on this issue. People know you were opposed before. #SemST ,1
267,"I'd love for some reporter to ask, ""Sec Clinton, will u b returning the White House china, if elected? Or did u already hock it? #SemST ",1
268,And the working american tax payer keeps on paying for the unethical liberals who want to destroy this great country of ours. #SemST ,1
269,"@user @user @user ""@HillaryClinton can't even manage @user and she wants to be @user #lol #StopHillary2016 #SemST ",1
270,"You cant fix stupid, might not be able to vote them out either. #SemST ",0
271,"@user he made a careless mistake, she deliberately broke many laws & still lies about it. #SemST ",1
272,@user @user @user @user She's too old to understand the internet...that she can be fact checked. ,1
273,@user @user @user   @user The whole #world is supporting you. #SemST ,2
274,@user tolerance at its best! Do as I say not as I do #SemST ,0
275,@user Hahahaha how much are you going to charge them!!!! #NoHillary2016 #SemST ,1
276,"@user Results matter. U may feel less safe, but that is ur mental health issues. No 9/11s on Obama's watch #SemST ",1
277,I'm on the edge of my seat to start volunteering for @user 's presidential campaign!  So excited!!  #cantwait ,2
278,Come visit me at the Jefferson County Fair! Representative Curt Hanson will tell a joke and I'll tell a story about why vote #SemST ,0
279,Is there a Govt restart button? Someone needs to push that thing. #RememberBenghazi2016 #PatriotsWillRise #SemST ,0
280,"@user Obamacare stays and the Confederate flag goes. You guys have had quite the shitty week, haven't you? #SemST ",0
281,@user I'm just hoping we don't have to resurrect the no H8 for Hillary's second term. #SemST ,1
282,Well Strung is what should happed the next time these Hillary-loving ass douches encounter some trees. #RedEye #SemST ,1
283,@user @user I love it! One of our biggest donors is Saudi Arabia. They support women's rights completely! #GoTeam #SemST ,1
284,Since #SNL ain't that funny anymore please @user run for president.. if even just for the hilarious debates between you & #SemST ,1
285,"Hillary must have been at the Navy Yard, under sniper fire!  #SemST ",1
286,@user Hahahaha combed through emails!!! Bunch of scumbags!!! #NoHillary2016 #SemST ,1
287,Join the Twitter movement! RT or fav for a mention or follow back! #SemST ,0
288,"@user ""@HillaryClinton can't even manage @user and she wants to be @user #lol #WakeUpAmerica #StopHillary2016 #SemST ",1
289,@user Stop raising taxes and let people keep more of their wages! #LibertyNotHillary #StandWithRand #SemST ,1
290,@user thats why they still have no voting rights. #SemST ,0
291,#Christie2016 you can't claim #Bridgegate wasn't your fault when you were the man behind the wheel. #GOP  #TeaParty #TCOT #DEM #SemST ,1
292,.@DavidLimbaugh - agree put it back.. But I have a feeling it won't go away.. It will keep coming back! #SemST ,1
293,I'm 19 years old and care about politics and elections.... I feel like I'm 67 years old #SemST ,0
294,Volunteer with  your local campaign this weekend! Help build Team Hillary - march w/ us in Bethesda! @user #MD #SemST ,2
295,@user #hillary is most likely a felon many times over but has been protected by the political class. #SemST ,1
296,Very simple: the Clinton's are corrupt. #SemST ,1
297,Gwen being a good leader and training a new volunteer in rock hill.! #FellowsSC #HillaryForSC #SemST ,2
298,I think it's funny people think Bernie can take on Hillary and Bill #SemST ,2
299,Hillary can not win. Here's hoping the Dems offer a real candidate like Warren. #Warren2016 ,1
300,"@user @user @user Yeah, she's a real forward thinker! Lol  #MakeAmericaGreatAgain #WhyImNotVotingForHillary #SemST ",1
